Línea	Id propuesta	Propuesta	Tipo elemento	Id elemento	Relación	Valor	Claim?	"Claim+premise?
WHY?"	Relacionado con aspecto?	Validación premisa(s)	Coherencia lógica p->c	Consistencia p1 <> p2	Persuasión	Apelación emocioal/ética (pathos/ethos)	
184	72		Argumento	136	A favor	Tenemos que tener derecho al descanso de lunes a sábado hay tiempo de sobra para comprar.	1	1	1	0	1	1	1	1	
185	72		Argumento	137	En contra	Esto no es competencia del Ayuntamiento sino de la Comunidad.	1	0	1						
186	72		Argumento	138	En contra	A Cifuentes, Carmena no puede hacer nada.	-1								
187	72		Argumento	139	En contra	Que no es competencia del Ayuntamiento, que esto lo regula la Comunidad.	1	0	1						
188	72		Aspecto	Impacto en el pequeño comercio		Evaluación de cómo la propuesta afecta al pequeño comercio y a los comerciantes independientes									
189	72		Argumento	140	A favor	Antes hace años cuando abrían el único domingo al mes lo pagaban, y muy bien en las grandes superficies, las pequeñas ni se planteaban abrir un domingo al mes.	1	1	1	1	0	1	1	1	
190	72		Argumento	141	A favor	Desde luego. No respetan ni a los muertos el 1 de noviembre.	-1								
191	72		Argumento	142	A favor	Y apoyo esta propuesta tanto para el pequeño comercio que ha tenido que abrir como para las grandes superficies.	1	0	1						
192	72		Argumento	143	En contra	Se nota y pondría la mano en el fuego que no trabajas en comercio.	0								
193	72		Argumento	144	En contra	Solo una pregunta, antes de esta ley de libre apertura, no comías? no tenías ropa o electrodomésticos en casa?	-1								
194	72		Argumento	145	En contra	Quien hace la ley siempre hace la trampa, y los que sí trabajamos en esto lo sufrimos.	0								
195	72		Aspecto	Conveniencia para los consumidores		Consideración de la comodidad y las necesidades de los consumidores respecto a la apertura de centros comerciales en días festivos y domingos									
196	72		Argumento	146	A favor	No he trabajado en este sector nunca aunque tengo familiares en él.	0								
197	72		Argumento	147	A favor	Que cierren los domingos, pero los del centro de Madrid y los que no estén en el centro.	1	0	0						
198	72		Argumento	148	En contra	Yo creo que deben abrir los domingos y festivos, que es cuando la gente puede disfrutarlos.	1	1	1	1	2	2	2	1	
199	72		Argumento	149	En contra	No todo el mundo puede comprar entre semana con estos horarios que se tienen.	1	1	1	1	2	1	1	1	
200	72		Argumento	150	En contra	En cualquier ciudad grande como es Madrid hay comercios abiertos todos los días y a todas horas, no todos tenemos la suerte de poder ir a comprar cuando queremos.	1	1	1	2	2	1	2	2	
201	86	Reciclaje aceite de cocina													
202	86	Instalación de contenedores para el reciclaje del aceite de cocina.													
203	86		Aspecto	Facilidad de reciclaje		La facilidad o dificultad para reciclar aceite de cocina en puntos limpios y la propuesta de acercarlos a las comunidades de vecinos.									
204	86		Argumento	151	A favor	Acercarlo a las comunidades de vecinos facilitaría el reciclaje.	1	0	1						
205	86		Argumento	152	A favor	Totalmente de acuerdo, que pongan un contenedor de reciclaje de aceite al lado de los contenedores de vidrio y papel.	1	0	1						
206	86		Argumento	153	A favor	Creo que es muy necesario al igual que el contenedor de reciclar vidrio, bricks, etc. Yo ya no sé qué hacer con tanto bote con aceite usado porque me niego a tirarlo por el desagüe.	1	1	1	1	2	1	2	1	
207	86		Argumento	154	A favor	Sería interesante que instalasen los contenedores en mercados municipales y grandes superficies.	1	0	1						
208	86		Argumento	155	A favor	También me parece muy buena la idea de una recogida periódica especial como se hacía con los muebles.	1	0	1						
209	86		Argumento	156	En contra	Creo que sería más fácil aumentar el número de puntos limpios móviles y los horarios de los mismos.	1	0	1						
210	86		Aspecto	Concienciación y cultura de reciclaje		La influencia de la ubicación de contenedores en la promoción de una cultura de reciclaje.									
211	86		Argumento	157	A favor	Cuanto más cerca de las viviendas se coloque más cultura de reciclaje habrá.	1	0	1						
212	86		Aspecto	Seguridad y viabilidad		La seguridad y viabilidad de colocar contenedores de reciclaje de aceite en áreas urbanas.									
213	86		Argumento	158	A favor	Muy importante esta propuesta. Soy de Gijón y allí el Ayuntamiento hace años que instaló contenedores a la entrada de muchos supermercados.	1	0	1						
214	86		Argumento	159	A favor	En Benicassim, los jueves que hay mercadillo, el ayuntamiento coloca una unidad móvil de reciclaje de productos sensibles cómo puede ser el aceite, pilas etc.	1	0	1						
215	86		Argumento	160	En contra	Apoyo totalmente la propuesta, pero no soy partidario de dejar contenedores en las calles, ya que sí por alguna causa ardiera por vandalismo o fortuito podría ser muy peligroso.	1	1	1	1	2	2	2	2	
216	86		Argumento	161	En contra	Para recoger el aceite se requiere atención personal porque depende de donde lo traiga cada cual y se puede derramar y es peligroso.	1	1	1	1	1	1	2	1	
217	86		Aspecto	Accesibilidad y horarios		La accesibilidad y los horarios de los puntos limpios para el reciclaje de aceite de cocina.									
218	86		Argumento	162	A favor	Hace poco descubrí que tengo un punto limpio móvil en la calle paralela donde vivo. Pero no me sirve de mucho porque es un día a la semana y a una hora en la que ya me he tenido que ir a trabajar.	0								
219	86		Argumento	163	A favor	No estaría mal dejar un contenedor para ello que suelen ser más pequeños que los de vidrio o papel cercanos a estaciones de metro en los barrios o a los colegios.	1	1	0	1	1	1	1	1	
220	86		Argumento	164	A favor	En los puntos limpios de Madrid hay contenedores para este aceite.	1	0	1						
221	86		Argumento	165	A favor	En el Mercado de los Mostenses hay un contenedor para reciclaje de aceite.	1	0	0						
222	86		Argumento	166	En contra	Los puntos limpios itinerantes tienen unos horarios que se hacen inaccesibles para mucha gente.	1	0	1						
223	86		Argumento	167	En contra	Estoy de acuerdo contigo, en Centro por ejemplo los puntos limpios itinerantes funcionan solo 2 horas y cada día están en un sitio, así que es complicado poder llevar algo a los puntos limpios, sobre todo si no dispones de tu propio vehículo.	1	1	1	2	2	2	1	1	
224	86		Argumento	168	En contra	Los puntos limpios están bastante alejados de los barrios.	1	0	1						
225	86		Aspecto	Impacto medioambiental		El impacto medioambiental del reciclaje de aceite de cocina y su contribución a la reducción de la contaminación.									
226	86		Argumento	169	A favor	Tened en cuenta que el aceite contamina incluso más que el plástico y el vidrio y en todos los domicilios se hace uso de él.	1	1	1	1	0	1	1	2	
227	86		Argumento	170	A favor	Muy buena propuesta! También os animo a que aprendáis a hacer jabón casero con el aceite usado para lavar los platos, etc. Es muy fácil, reciclas el aceite y ahorras.	1	0	0						
228	86		Argumento	171	En contra	Ya hay puntos limpios para dejar el aceite, espero que nadie lo tire por el fregadero. Pero sí me parece bien, dar más facilidades para que podamos tirarlo en contenedores repartidos y colocados junto los de vidrio y papel, por toda la ciudad y que se pueda tirar con la botella incluida.	1	1	1	2	0	1	2	2	
229	86		Aspecto	Conveniencia y practicidad		La conveniencia y practicidad de tener contenedores de reciclaje de aceite de cocina más accesibles y cercanos a las viviendas.									
230	86		Argumento	172	A favor	Hola no sé si esta propuesta habrá salido adelante pero en mi barrio ya he visto dos contenedores para recoger aceite, vivo en el pozo y los han puesto al principio del parque de Entrevías.	1	0	1						
231	86		Argumento	173	En contra	Tiene todo el sentido del mundo porque los puntos limpios no son lugares de fácil acceso. No es molestarse en ir a ellos, es que puede ser una excursión e incluso así sin un coche es bastante complicado llegar a ellos.	1	1	1	1	2	1	2	1	
232	86		Aspecto	Innovación y comparación con otras ciudades		Comparación de la gestión del reciclaje de aceite de cocina en Madrid con otras ciudades y la búsqueda de soluciones innovadoras.									
233	86		Argumento	174	A favor	En País Vasco tienen este sistema en el que se intercambia el bote de aceite lleno por otro vacío y que funciona de forma muy eficiente como ejemplo sobre lo que puede valorarse para hacer.	1	1	1	2	1	1	1	1	
234	86		Argumento	175	En contra	Claro, la recogida de aceite ya se hace en los puntos limpios. Esta propuesta no tiene mucho sentido, creo yo.	1	0	0						
235	86		Argumento	176	En contra	Ya existe. En todos los puntos limpios que hay en Madrid. Solo hay que molestarse en ir a ellos.	1	0	0						
236	86		Argumento	177	En contra	Si mi pueblo Montijo -ba los tiene, ¿por qué no Madrid? Hasta ahora, tengo que meter el aceite en botellitas de agua, cerrarlas bien y a la basura.	1	0	1						
237	86		Aspecto	Responsabilidad y conciencia ciudadana		La responsabilidad y conciencia ciudadana en el reciclaje de aceite de cocina y la necesidad de promoverla.									
238	86		Argumento	178	A favor	Con esto se podría contribuir además a la producción de biodiesel. Generando cultura de reciclaje del aceite, podríamos bajar el precio del petroleo y contaminar menos.	1	1	1	2	1	1	2	2	
239	86		Argumento	179	En contra	El problema es que la gente es vaga a la hora de reciclar.	1	0	1						
240	86		Argumento	180	En contra	No creo que apelar a la pereza de los ciudadanos para reciclar sea una excusa para no apoyar la propuesta.	0								
241	86		Argumento	181	En contra	La gente es vaga a la hora de reciclar. Tampoco hace falta ir al punto limpio cada vez que tengamos que tirar una pila o una bombilla. Estas cosas también se pueden acumular e ir a tirarlas cuando tengamos unas cuantas.	1	1	1	1	1	2	1	2	
242	86		Aspecto	Impacto en la gestión de residuos		El impacto de la propuesta en la gestión general de residuos y la eficiencia en el manejo del aceite de cocina usado.									
243	86		Argumento	182	En contra	Entonces habría que llenar las calles de contenedores de todo tipo, lo cual no es viable ni lógico.	1	0	1						
244	86		Argumento	183	En contra	No estoy de acuerdo con lo de los contenedores a no ser que estén muy bien diseñados asegurando que no son peligrosos.	1	0	1						
245	86		Argumento	184	En contra	El problema que muchos lo usarán para echar el aceite de los coches, que para eso es un punto diferente, además que hay empresas que lo hacen para conseguir el biodiesel.	1	1	1	2	0	1	1	1	
246	89	Servicio de recogida de muebles y electrodomésticos													
247	89	Pedimos la vuelta del servicio de recogida de muebles y electrodomésticos que existía antes para evitar suciedad y más basura.													
248	89		Aspecto	Eficiencia del servicio		La eficacia y eficiencia del servicio actual de recogida de muebles y electrodomésticos.									
249	89		Argumento	185	A favor	El servicio existe y funciona bien llamando al 010 tardan muy poco y es gratuito.	1	0	1						
250	89		Argumento	186	A favor	He utilizado este servicio y me ha parecido eficiente.	1	1	1	1	1	2	1	0	
251	89		Argumento	187	En contra	Claro que sé que el servicio existe pero te aseguro que en mi barrio o nadie lo conoce o nadie lo usa por desconocimiento.	1	0	1						
252	89		Argumento	188	En contra	Una cosa es que tomen nota, que supongo que lo hacen, y otra muy distinta que aparezcan.	1	1	1	0	0	1	1	1	
253	89		Aspecto	Accesibilidad y coste		La accesibilidad y el coste asociado al servicio de recogida.									
254	89		Argumento	189	A favor	Puedes llamar al 91 529 82 10 que es el equivalente al 010.	1	0	1						
255	89		Argumento	190	A favor	Puedes solicitarlo también a través de la web del ayuntamiento y en las oficinas gratis.	1	0	1						
256	89		Argumento	191	En contra	Y además el 010 es de pago.	1	0	1						
257	89		Argumento	192	En contra	Tampoco pasa nada por llamar a un teléfono que cuesta pocos céntimos el minuto, sobre todo teniendo alternativas sin coste para personas que ni se lo puedan permitir.	0								
258	89		Aspecto	Impacto social		Las implicaciones sociales de la propuesta de recogida de muebles y electrodomésticos.									
259	89		Argumento	193	En contra	La propuesta es interesante pero me temo que nos estamos olvidando de temas que son prioritarios para la vida de muchas familias sin recursos que no pueden alimentar a sus hijos.	1	0	1						
260	89		Argumento	194	En contra	La pobreza y la exclusión en España han aumentado alarmantemente en los últimos años.	1	0	1						
261	89		Aspecto	Reciclaje y medio ambiente		El impacto de la propuesta en el reciclaje y la protección del medio ambiente.									
262	89		Argumento	195	A favor	En Barcelona hay un día para la recogida de muebles y enseres. Favorece el reciclaje como bien se explica.	1	1	1	2	1	2	1	1	
263	89		Argumento	196	A favor	Creo que la mejor solución para eso es fomentar el reciclaje de este tipo de cosas regalándolo.	1	0	1						
264	89		Aspecto	Conocimiento y uso del servicio		El grado de conocimiento y uso del servicio de recogida por parte de la población.									
